target	date	time	rank	keyword
02	2020-01-27	21:43:25	4	닭고기 덮밥달인
02	2020-01-27	21:43:25	5	이태원 클라쓰
02	2020-01-27	21:43:25	6	이성경
02	2020-01-27	21:43:25	7	연기학원 원장
02	2020-01-27	21:43:25	8	영주 육회비빔밥 달인
02	2020-01-27	21:43:25	9	아르헨티나
02	2020-01-27	21:43:25	10	신종 코로나 바이러스
02	2020-01-27	22:34:38	1	조수진 변호사
02	2020-01-27	22:34:38	2	걸캅스
02	2020-01-27	22:34:38	3	김정수
02	2020-01-27	22:34:38	4	문성재
02	2020-01-27	22:34:38	5	청암사
02	2020-01-27	22:34:38	6	코비 브라이언트
02	2020-01-27	22:34:38	7	주현미
02	2020-01-27	22:34:38	8	가디언즈 오브 갤럭시 2
02	2020-01-27	22:34:38	9	김수희
02	2020-01-27	22:34:38	10	가요무대
02	2020-01-27	23:23:39	0	길
02	2020-01-27	23:23:39	1	안혜상
02	2020-01-27	23:23:39	2	원종건
02	2020-01-27	23:23:39	3	마이진
02	2020-01-27	23:23:39	4	조수진 변호사
02	2020-01-27	23:23:39	5	김추자
02	2020-01-27	23:23:39	6	가디언즈 오브 갤럭시 2
02	2020-01-27	23:23:39	7	코비 브라이언트
02	2020-01-27	23:23:39	8	양준혁
02	2020-01-27	23:23:39	9	아이 콘택트
02	2020-01-27	23:44:41	0	길	https://search.daum.net/search?w=tot&q=길
02	2020-01-27	23:44:41	1	원종건	https://search.daum.net/search?w=tot&q=원종건
02	2020-01-27	23:44:41	2	코비 브라이언트	https://search.daum.net/search?w=tot&q=코비 브라이언트
02	2020-01-27	23:44:41	3	김연자	https://search.daum.net/search?w=tot&q=김연자
02	2020-01-27	23:44:41	4	마이진	https://search.daum.net/search?w=tot&q=마이진
02	2020-01-27	23:44:41	5	가디언즈 오브 갤럭시 2	https://search.daum.net/search?w=tot&q=가디언즈 오브 갤럭시 2
02	2020-01-27	23:44:41	6	양준혁	https://search.daum.net/search?w=tot&q=양준혁
02	2020-01-27	23:44:41	7	안혜상	https://search.daum.net/search?w=tot&q=안혜상
02	2020-01-27	23:44:41	8	조수진 변호사	https://search.daum.net/search?w=tot&q=조수진 변호사
02	2020-01-27	23:44:41	9	가요무대	https://search.daum.net/search?w=tot&q=가요무대
02	2020-01-27	23:46:00	0	길	https://search.daum.net/search?w=tot&q=길
02	2020-01-27	23:46:00	1	원종건	https://search.daum.net/search?w=tot&q=원종건
